NAME,ROUNDS,SCORING,DRIVE_DISTANCE,FWY_%,GIR_%,SG_P,SG_TTG,SG_T,POINTS,TOP 10,1ST,Year,MONEY,COUNTRY
Carl Pettersson,110,70.245,286,59.87,63.54,0.534,0.22,0.754,"19,315",5,1,2008,"$2,512,538",SWE
Carlos Franco,73,71.099,285.6,58.2,66.83,0.23,-0.19,0.04,"1,372",,,2008,"$378,769",PAR
Chad Campbell,94,70.04,289.9,65.68,68.44,0.169,0.732,0.901,"15,686",7,,2008,"$2,404,770",USA
Chad Collins,72,71.538,277.5,58.98,60.86,0.648,-1.131,-0.483,632,,,2008,"$339,959",USA
Charles Howell III,101,70.82,293.6,56.78,66.78,-0.104,0.648,0.545,"6,323",4,,2008,"$1,449,232",USA
Charles Warren,79,72.106,301.1,65.43,66.88,-0.947,0.031,-0.916,"2,769",2,,2008,"$800,694",USA
Charley Hoffman,94,71.287,300.8,63.35,66.24,-0.118,0.038,-0.079,"9,833",3,,2008,"$945,702",USA
Charlie Wi,97,70.229,287.4,67.33,66.44,0.014,0.456,0.47,"11,345",4,,2008,"$1,515,395",KOR
Chez Reavie,102,70.957,281.8,72.56,66.61,-0.194,0.138,-0.056,"10,869",2,1,2008,"$1,444,102",USA
Chris DiMarco,87,71.378,277.4,63.12,63.35,0.133,-0.316,-0.183,"1,871",1,,2008,"$590,744",USA
Chris Riley,51,71.237,279.1,66.5,61.89,0.213,-0.667,-0.454,"1,277",1,,2008,"$388,850",USA
Chris Stroud,81,71.73,287.4,66.38,67.63,-0.413,-0.143,-0.556,499,2,,2008,"$482,405",USA
Cliff Kresge,84,70.954,280.9,62.26,65,-0.118,0,-0.118,"4,487",4,,2008,"$1,068,207",USA
Corey Pavin,69,70.325,261.4,69.22,57.95,0.973,-0.594,0.379,"5,989",2,,2008,"$924,282",USA
Craig Kanada,65,71.058,272.6,69.38,62.52,0.407,-0.615,-0.208,"1,604",,,2008,"$363,597",USA
D.J. Trahan,94,70.329,291.3,65.31,66.25,-0.411,0.934,0.523,"17,274",4,1,2008,"$2,304,368",USA
Daniel Chopra,84,71.204,294.2,52.76,59.77,0.786,-0.726,0.061,"6,375",1,1,2008,"$1,630,690",SWE
David Duval,51,73.203,285.5,49.01,57.84,-0.16,-1.716,-1.876,149,,,2008,"$114,974",USA
David Lutterus,59,72.383,287.9,61.06,62.37,-0.903,-0.798,-1.701,566,,,2008,"$129,886",AUS
David Toms,70,70.317,282.2,65.58,65.2,-0.193,0.741,0.548,"2,520",1,,2008,"$799,114",USA
Davis Love III,78,70.297,301.3,58.22,64.74,-0.1,0.764,0.664,"1,512",3,1,2008,"$1,695,237",USA
Dean Wilson,109,70.712,276.2,61.7,65.61,0.579,-0.238,0.341,"11,372",3,,2008,"$1,350,002",USA
Doug LaBelle II,65,71.105,281.6,68.06,64.66,0.407,-0.697,-0.29,"1,102",1,,2008,"$338,132",USA
Dudley Hart,74,70.587,275.5,61.18,66.11,0.652,-0.119,0.532,"18,620",6,,2008,"$2,218,817",USA
Dustin Johnson,92,71.223,309.7,53.05,63.71,-0.319,0.038,-0.28,"2,679",3,1,2008,"$1,789,895",USA
Eric Axley,113,71.316,287.7,56.39,61.16,0.605,-0.989,-0.384,"10,218",3,,2008,"$899,215",USA
Ernie Els,51,69.898,291.6,56.88,61.33,-0.509,1.12,0.611,"18,723",5,1,2008,"$2,537,290",RSA
Frank Lickliter II,107,71.263,284.1,64.99,63.97,-0.018,-0.289,-0.307,"6,192",,,2008,"$548,113",USA
Fred Couples,60,70.758,299.6,57.49,65.46,0.043,0.718,0.762,"3,837",3,,2008,"$949,281",USA
Freddie Jacobson,78,70.3,282.7,59.95,61.82,0.455,0.134,0.589,"11,166",3,,2008,"$1,597,423",SWE
Gavin Coles,54,70.744,271.5,71.99,67.15,0.217,0.111,0.328,"1,699",1,,2008,"$455,003",AUS
Geoff Ogilvy,65,70.253,292.1,58.18,61.89,0.125,0.684,0.81,"15,304",6,1,2008,"$2,880,099",AUS
George McNeill,97,70.785,295,59.42,68.44,-0.076,0.463,0.387,"5,693",3,,2008,"$1,361,532",USA
Glen Day,64,70.623,274.9,69.02,64.37,0.051,0.293,0.344,"4,123",1,,2008,"$435,263",USA
Greg Kraft,63,71.265,273.6,68.71,59.49,0.501,-0.815,-0.314,"3,319",3,1,2008,"$1,204,559",USA
Harrison Frazar,73,71.606,299.9,60.11,70.34,-0.912,0.368,-0.545,"1,043",1,,2008,"$444,059",USA
Heath Slocum,104,70.638,279.9,73.95,66.77,-0.442,0.719,0.277,"10,429",5,,2008,"$1,491,916",USA
Hunter Mahan,87,70.171,289.9,66.02,69.61,0.341,0.665,1.006,"18,312",5,,2008,"$2,208,855",USA
Ian Poulter,51,70.269,283.6,59.77,59.75,0.518,-0.138,0.38,"5,073",1,,2008,"$1,488,214",ENG
J.B. Holmes,86,70.596,310.3,52.4,62.94,-0.05,0.574,0.524,"12,500",3,1,2008,"$2,166,131",USA
J.J. Henry,108,70.978,291.7,65.6,69.19,0.089,0.009,0.098,"6,485",2,,2008,"$931,162",USA
J.P. Hayes,67,71.875,284.2,63.24,61.03,-0.062,-0.826,-0.889,"1,275",1,,2008,"$312,152",USA
James Driscoll,85,71.6,295,53.51,65.05,0.215,-0.453,-0.238,"2,457",1,,2008,"$708,549",USA
Jason Allred,63,72.357,298.6,55.05,62.67,-0.357,-0.78,-1.137,286,,,2008,"$100,596",USA
Jason Day,81,71.176,297.4,60.39,65.5,0.214,-0.297,-0.083,"6,726",2,,2008,"$767,393",AUS
Jason Gore,94,71.174,299.7,67.71,67.02,0.004,0.06,0.064,"2,258",3,,2008,"$779,664",USA
Jay Williamson,96,71.363,284.4,69.73,66.73,-0.466,0.108,-0.358,"9,974",1,,2008,"$758,862",USA
Jeff Gove,50,71.457,286.4,72.43,67.87,-0.555,0.413,-0.142,"1,308",1,,2008,"$290,410",USA
Jeff Maggert,86,71.218,285.9,66.89,66.34,-0.177,-0.082,-0.26,"1,287",,,2008,"$444,484",USA
Jeff Overton,103,70.954,297.6,54.31,64.14,0.189,0.058,0.247,"6,050",3,,2008,"$890,489",USA
Jeff Quinney,87,70.788,272.5,61.98,61.81,0.654,-0.239,0.415,"7,329",3,,2008,"$1,999,371",USA
Jerry Kelly,89,70.941,277,66.21,63.36,0.045,0.155,0.2,"11,185",4,,2008,"$1,652,400",USA
Jesper Parnevik,88,70.923,287.6,60.85,60.85,0.561,-0.381,0.18,"6,472",,,2008,"$635,819",SWE
Jim Furyk,95,69.694,280.4,69.37,66.78,0.405,0.881,1.287,"24,868",9,,2008,"$3,455,714",USA
Jim McGovern,75,71.66,280,63.65,65.46,-0.369,-0.586,-0.955,488,,,2008,"$136,088",USA
Jimmy Walker,73,71.421,295.4,52.82,63.08,0.08,-0.556,-0.476,703,,,2008,"$282,249",USA
Jin Park,85,71.926,274.4,68.79,62.84,0.014,-0.866,-0.852,"1,047",,,2008,"$227,102",KOR
Joe Durant,92,71.267,286.5,73.05,71.1,-0.978,0.665,-0.314,"2,264",2,,2008,"$802,568",USA
Joe Ogilvie,100,70.865,287.7,65.2,64.12,0.446,-0.289,0.157,"3,094",4,,2008,"$1,035,831",USA
John Huston,56,70.807,291.5,65.88,70.3,0.189,0.457,0.646,"1,488",1,,2008,"$496,876",USA
John Mallinger,95,70.479,279,69.39,60.82,0.312,0.064,0.376,"10,136",4,,2008,"$1,201,433",USA
John Merrick,98,70.546,299,65.23,67.72,-0.418,0.399,-0.019,"11,344",4,,2008,"$1,312,005",USA
John Riegger,73,71.16,290.1,69.09,69.49,-0.423,0.409,-0.014,993,,,2008,"$289,501",USA
John Rollins,94,71.057,288.9,67.94,63.48,0.105,0.199,0.303,"6,274",2,,2008,"$1,016,032",USA
John Senden,93,70.424,288.8,68.2,69.08,-0.313,0.899,0.586,"11,731",3,,2008,"$1,269,083",AUS
Johnson Wagner,83,71.153,283.2,61.02,61.6,0.141,-0.163,-0.022,"10,446",1,1,2008,"$1,431,001",USA
Jon Mills,95,71.552,293.2,58.38,65.71,-0.287,-0.269,-0.556,"1,964",,,2008,"$489,510",CAN
Jonathan Byrd,88,71.028,285.3,67.31,63.01,0.006,0.281,0.287,"10,500",2,,2008,"$1,039,584",USA
Justin Bolli,87,72.11,284.1,65.74,66.88,-0.372,-0.456,-0.828,"5,979",1,,2008,"$458,022",USA
Justin Leonard,101,69.772,281.4,67.72,66.61,0.463,0.675,1.138,"25,997",8,1,2008,"$3,943,542",USA
K.J. Choi,74,70.259,286.1,61.38,65.48,0.491,0.394,0.885,"21,889",5,1,2008,"$2,683,442",KOR
Ken Duke,116,70.38,284.9,62.27,64.8,0.467,0.13,0.597,"16,886",5,,2008,"$2,238,885",USA
Kenneth Ferrie,72,71.708,284.8,68.13,64.84,-0.174,-0.507,-0.681,"1,000",,,2008,"$288,772",ENG
Kenny Perry,97,69.826,296,61.97,67.47,0.082,0.995,1.076,"29,468",7,3,2008,"$4,663,794",USA
Kent Jones,68,71.32,282.9,71.81,69.71,-0.042,0.069,0.027,957,,,2008,"$304,432",USA
Kevin Na,97,70.817,280.9,67.8,63.57,0.005,0.356,0.361,"6,336",3,,2008,"$1,041,059",USA
Kevin Stadler,90,71.255,291.2,62.01,65.11,-0.255,-0.092,-0.347,"1,622",1,,2008,"$598,945",USA
Kevin Streelman,114,70.615,292.8,62.21,67.44,-0.081,0.427,0.346,"12,048",4,,2008,"$1,352,705",USA
Kevin Sutherland,98,70.067,291,61.93,68.2,0.343,0.75,1.092,"19,242",6,,2008,"$2,581,311",USA
Kyle Thompson,70,72.57,285.7,62.44,62.41,-0.33,-1.197,-1.527,461,,,2008,"$154,447",USA
Lee Janzen,89,71.429,283.9,62.91,64.39,0.094,-0.384,-0.291,"3,846",1,,2008,"$500,155",USA
Lucas Glover,91,70.544,298.4,61.54,65.38,-0.104,0.535,0.431,"10,781",2,,2008,"$998,491",USA
Marc Turnesa,87,71.165,285.1,65.31,63.45,0.789,-0.606,0.183,"1,174",2,1,2008,"$1,329,920",USA
Marco Dawson,64,71.29,286.1,60.1,60.91,-0.042,-0.365,-0.407,"1,622",2,,2008,"$439,964",USA
Mark Calcavecchia,67,71.285,283.1,65.44,64.39,-0.53,0.597,0.067,"3,304",2,,2008,"$784,810",USA
Mark Hensby,71,72.032,289.4,58.32,64.08,0.022,-0.542,-0.52,"1,261",1,,2008,"$480,483",AUS
Mark Wilson,107,70.366,284.6,70.73,66.93,0.455,0.156,0.61,"10,913",5,,2008,"$1,578,337",USA
Martin Laird,98,71.115,296.6,62.25,67.03,0.019,0.166,0.185,"9,986",3,,2008,"$852,752",SCO
Mathew Goggin,91,70.391,295.9,64.91,67.58,0.122,0.704,0.826,"10,734",5,,2008,"$1,969,962",AUS
Mathias Grönberg,87,71.644,295.2,62.77,62.78,-0.031,-0.443,-0.475,715,,,2008,"$245,281",SWE
Matt Jones,95,71.265,293.9,54.5,62.15,0.031,-0.363,-0.332,"3,273",2,,2008,"$775,899",AUS
Matt Kuchar,88,70.5,275,65.53,63.89,0.175,0.379,0.554,"4,084",5,,2008,"$1,447,638",USA
Michael Allen,91,70.864,286.8,69.45,66.67,-0.002,0.455,0.454,"6,583",3,,2008,"$981,263",USA
Michael Letzig,88,70.792,291.1,64.44,63.29,-0.082,0.467,0.385,"3,879",5,,2008,"$1,166,977",USA
Mike Weir,88,70.144,284.8,62.46,64.62,0.169,0.758,0.926,"23,033",8,,2008,"$3,020,135",CAN
Nathan Green,95,71.133,283.7,59.5,59.82,0.539,-0.544,-0.006,"3,698",1,,2008,"$912,867",AUS
Nicholas Thompson,113,71.039,295.4,66.85,63.14,-0.413,0.295,-0.118,"11,302",6,,2008,"$1,869,329",USA
Nick Flanagan,89,71.789,291.8,62.66,63.99,-0.291,-0.505,-0.796,"1,316",1,,2008,"$379,036",AUS
Nick O'Hern,82,70.283,274.9,72.27,64.38,0.348,0.536,0.884,"6,671",4,,2008,"$1,370,771",AUS
Nick Watney,96,70.789,302.9,61.21,68.23,-0.066,0.518,0.452,"5,144",1,,2008,"$878,173",USA
Olin Browne,77,71.584,272.1,80.42,65.63,-0.422,-0.386,-0.807,515,,,2008,"$167,029",USA
Omar Uresti,74,71.266,274.9,74.85,65.16,-0.52,0.416,-0.104,"1,154",,,2008,"$346,285",USA
Padraig Harrington,52,69.277,296.3,59.37,60.67,-0.054,0.959,0.905,"17,668",6,2,2008,"$4,313,551",IRL
Parker McLachlin,88,70.752,286.2,58.84,62.5,0.445,-0.084,0.361,"5,502",3,1,2008,"$1,311,839",USA
Pat Perez,93,70.08,294.2,63.27,66.91,0.208,0.856,1.064,"7,611",6,,2008,"$1,756,038",USA
Patrick Sheehan,124,70.891,284.1,66.48,64.8,0.395,-0.375,0.02,"4,936",2,,2008,"$805,897",USA
Paul Casey,55,70.308,299.2,62.43,65.71,-0.299,0.595,0.296,"7,259",4,,2008,"$1,156,414",ENG
Paul Claxton,63,72.1,275.4,70.96,65.01,-0.082,-0.972,-1.054,420,,,2008,"$116,678",USA
Paul Goydos,78,71.201,273.2,70.85,62.96,0.014,-0.195,-0.181,"6,665",3,,2008,"$1,640,737",USA
Peter Lonard,92,70.776,281.6,65.91,64.9,-0.027,0.141,0.114,"7,343",3,,2008,"$1,462,894",AUS
Phil Mickelson,80,69.167,295.7,55.27,65.81,0.214,1.604,1.818,"31,192",8,2,2008,"$5,188,875",USA
Retief Goosen,59,70.272,287.1,56.79,59.39,-0.121,0.476,0.355,"5,372",2,,2008,"$1,431,965",RSA
Rich Beem,90,71.23,287.7,66.93,66.48,-0.169,0.235,0.066,"4,945",1,,2008,"$730,001",USA
Richard Johnson,77,71.908,282.2,53.74,58.44,0.383,-1.124,-0.624,544,1,1,2008,"$200,210",SWE
Robert Allenby,108,69.728,291.7,65.64,70.4,-0.139,1.546,1.407,"20,205",9,,2008,"$3,606,700",AUS
Robert Gamez,79,71.609,281.6,73.36,66.02,-0.904,0.122,-0.783,749,,,2008,"$249,944",USA
Robert Garrigus,90,70.898,311,56.23,68.02,-0.149,0.359,0.21,"1,468",2,,2008,"$756,732",USA
Rocco Mediate,87,70.778,278.6,64.66,62.58,-0.264,0.287,0.023,"7,251",2,,2008,"$1,420,875",USA
Rod Pampling,83,70.812,288,65.65,63.61,-0.305,0.53,0.225,"6,856",5,,2008,"$1,702,952",AUS
Ron Whittaker,54,71.918,276.7,72.07,65.51,-0.272,-0.475,-0.747,140,,,2008,"$59,977",USA
Rory Sabbatini,77,70.626,292,61.99,66.08,-0.119,0.524,0.405,"10,035",3,,2008,"$1,559,277",RSA
Ryan Armour,87,71.807,286.4,69.88,65.6,0.02,-0.799,-0.78,"1,427",,,2008,"$354,508",USA
Ryan Moore,72,71.249,292.7,65.74,61.73,0.21,-0.271,-0.061,"6,651",3,,2008,"$1,214,900",USA
Ryan Palmer,69,70.616,294.2,62.94,66.75,0.43,0.28,0.709,"6,381",3,1,2008,"$1,453,183",USA
Ryuji Imada,80,70.557,278.6,59.64,61.39,0.469,0.175,0.644,"18,856",5,1,2008,"$3,029,363",JPN
Scott McCarron,63,71.309,283.1,69.2,64.81,0.177,-0.261,-0.084,"6,538",2,,2008,"$952,070",USA
Scott Sterling,89,71.07,284.1,66,67.87,-0.102,0.086,-0.016,"1,467",2,,2008,"$624,822",USA
Scott Verplank,82,70.396,278.6,73.57,65.09,-0.281,0.901,0.619,"10,779",3,,2008,"$1,359,620",USA
Sean O'Hair,81,70.323,291.1,60.44,64.47,-0.214,0.624,0.411,"9,029",3,1,2008,"$2,089,857",USA
Sergio Garcia,72,69.117,294.6,59.39,67.06,-0.077,1.625,1.548,"31,726",6,1,2008,"$4,858,224",ESP
Shane Bertsch,96,70.749,274.3,70.54,64.06,0.137,-0.016,0.121,"3,153",1,,2008,"$841,248",USA
Shigeki Maruyama,50,71.455,274,57.14,60,0.214,-0.513,-0.299,721,,,2008,"$160,175",JPN
Stephen Ames,83,69.988,283.8,62.72,65.04,0.303,0.736,1.039,"12,853",7,,2008,"$2,285,707",CAN
Stephen Leaney,53,71.889,272.7,66.91,62.02,0.304,-0.812,-0.508,678,,,2008,"$157,963",AUS
Steve Allan,58,71.46,303.2,58.25,66.44,0.164,-0.939,-0.776,595,4,,2008,"$743,970",AUS
Steve Elkington,84,70.447,282,70.43,67,0.415,0.263,0.678,"6,744",3,,2008,"$1,291,114",AUS
Steve Flesch,95,70.975,281.9,60.98,64.62,-0.097,0.09,-0.007,"6,821",2,,2008,"$1,265,059",USA
Steve Lowery,74,71.558,287,59.92,59.38,0.096,-0.603,-0.508,"6,164",2,1,2008,"$1,524,275",USA
Steve Marino,119,70.071,293.5,63.84,68.36,0.155,0.611,0.767,"12,160",6,,2008,"$2,094,267",USA
Steve Stricker,75,69.976,283.6,56.25,63.81,0.411,0.497,0.908,"19,163",6,,2008,"$2,438,304",USA
Stewart Cink,87,70.019,296.9,55.27,66.94,0.521,0.604,1.125,"23,908",7,1,2008,"$3,979,301",USA
Stuart Appleby,87,69.726,290.9,58.19,61.9,0.427,0.648,1.075,"18,977",7,,2008,"$2,484,630",AUS
Tag Ridings,88,71.316,303,58.08,63.95,-0.04,-0.061,-0.101,"1,679",2,,2008,"$568,494",USA
Ted Purdy,68,71.614,292.8,61.14,66.85,-0.558,-0.032,-0.59,962,1,,2008,"$248,207",USA
Tim Clark,90,70.311,281.1,64.98,63.61,0.076,0.565,0.641,"15,649",3,,2008,"$1,722,030",RSA
Tim Herron,97,70.579,293,61.1,62.25,0.407,-0.083,0.324,"10,663",3,,2008,"$1,164,999",USA
Tim Petrovic,97,70.987,284,66.53,63.17,0.156,-0.078,0.077,"6,790",3,,2008,"$958,577",USA
Tim Wilkinson,95,70.997,279.8,66.72,65.39,0.174,0.06,0.234,"3,086",3,,2008,"$1,167,607",NZL
Todd Demsey,80,71.615,292.9,65.38,65.31,-0.032,-0.524,-0.556,551,,,2008,"$217,417",USA
Todd Hamilton,92,71.077,284,66.87,62.98,0.309,-0.187,0.123,"1,648",,,2008,"$537,958",USA
Tom Lehman,51,70.791,282,64.53,62.13,-0.19,0.643,0.453,"2,420",2,,2008,"$676,651",USA
Tom Pernice Jr.,104,70.298,280.6,63.99,64.1,0.248,0.309,0.557,"7,069",6,,2008,"$1,336,277",USA
Tom Scherrer,56,71.985,287.7,63.36,65.78,-0.077,-0.639,-0.716,267,1,,2008,"$288,391",USA
Tommy Armour III,77,70.856,287.7,63.35,66.51,0.018,-0.142,-0.124,"10,382",5,,2008,"$1,501,256",USA
Tommy Gainey,60,72.033,298.3,59.53,67.09,-0.919,-0.482,-1.401,119,1,,2008,"$562,205",USA
Trevor Immelman,70,70.519,291.3,62.45,63.07,-0.675,0.67,-0.006,"18,861",3,1,2008,"$2,566,199",RSA
Troy Matteson,94,71.29,295.2,61.36,67.38,-0.152,0.085,-0.067,"3,524",5,,2008,"$1,212,018",USA
Vaughn Taylor,103,70.668,288,62.4,65.48,0.303,-0.009,0.294,"2,901",2,,2008,"$1,053,423",USA
Vijay Singh,82,69.58,297.8,59.45,68.45,-0.407,1.875,1.467,"41,635",8,3,2008,"$6,601,094",FIJ
Will MacKenzie,62,71.859,286,62.6,64.7,-0.49,-0.177,-0.667,"1,289",2,1,2008,"$911,194",USA
Woody Austin,109,70.874,285.3,66.19,68.15,0.003,0.628,0.631,"11,067",6,,2008,"$2,146,431",USA
Y.E. Yang,89,71.476,286.9,63.43,65.96,-0.097,-0.299,-0.397,"1,701",1,,2008,"$461,726",KOR
Zach Johnson,85,70.597,275.1,73.73,67.59,0.039,0.572,0.611,"2,968",3,1,2008,"$1,615,123",USA
�?ngel Cabrera,55,71.083,300.2,51.11,62.64,-0.26,0.223,-0.037,"10,088",1,,2008,"$868,182",ARG
Aaron Baddeley,66,71.153,287.8,56.48,59.57,0.604,-0.755,-0.151,431,2,,2009,"$837,065",AUS
Adam Scott,53,71.72,294.9,58.77,62.82,-0.881,0.22,-0.66,432,1,,2009,"$783,138",AUS
Alex Cejka,82,70.98,281.2,69.8,66.52,-0.322,0.555,0.233,416,3,,2009,"$953,664",GER
Andres Romero,58,71.462,298.5,51.62,64.91,-0.044,-0.247,-0.291,329,2,,2009,"$789,305",ARG
Anthony Kim,76,70.507,299,53.65,62.69,0.245,0.235,0.479,"1,420",3,,2009,"$1,972,155",USA
Aron Price,89,71.329,279.6,63.82,65.71,0.109,-0.676,-0.567,317,1,,2009,"$487,454",AUS
Bart Bryant,58,71.177,274.6,71.9,62.76,-0.142,-0.365,-0.507,227,1,,2009,"$326,590",USA
Ben Crane,93,70.376,285,67.75,64.87,0.431,0.344,0.775,996,4,,2009,"$1,667,085",USA
Ben Curtis,63,70.978,279.5,64.75,64.25,0.766,-0.515,0.251,491,1,,2009,"$799,524",USA
Bill Haas,91,70.53,298.3,62.81,67.37,0.036,0.42,0.455,"1,362",4,,2009,"$1,425,418",USA
Bill Lunde,83,70.623,292.4,64,67.01,0,0.157,0.158,444,2,,2009,"$825,691",USA
Billy Mayfair,83,71.952,284.2,70.01,66.33,-0.91,0.02,-0.89,225,1,,2009,"$392,068",USA
Bo Van Pelt,100,70.357,292.5,65.62,66.73,0.275,0.426,0.701,"1,195",5,1,2009,"$1,945,307",USA
Bob Estes,78,70.568,282.6,67.99,64.25,0.313,0.215,0.528,824,2,,2009,"$1,079,929",USA
Bob Heintz,59,71.07,283.5,66.01,64.65,0.601,-0.581,0.02,144,1,,2009,"$312,699",USA
Boo Weekley,79,70.427,291.7,68.37,66.81,-0.528,1.033,0.505,802,1,,2009,"$1,107,448",USA
Brad Adamonis,70,71.574,289,57.04,62.99,0.066,-0.537,-0.471,253,1,,2009,"$333,971",USA
Brandt Snedeker,81,70.474,277.3,69.95,63.92,0.761,0.063,0.823,"1,435",5,,2009,"$1,483,557",USA
Brendon Todd,53,72.758,276.2,62.03,61.44,-0.051,-1.447,-1.498,154,,,2009,"$203,841",USA
Brendon de Jonge,90,71.225,290.3,61.86,66.67,-0.217,-0.019,-0.236,315,2,,2009,"$536,696",ZIM
Brett Quigley,92,70.833,287.5,58.92,66.01,-0.193,0.306,0.113,812,3,,2009,"$1,412,780",USA
Brian Davis,103,70.688,283.3,66.91,64.65,0.001,0.295,0.297,"1,045",4,,2009,"$1,874,318",ENG
Brian Gay,96,70.4,268.5,72.24,62.44,0.726,-0.095,0.632,573,4,2,2009,"$3,201,295",USA
Brian Vranesh,51,71.782,288.2,63.51,63.83,-0.109,-0.752,-0.861,111,1,,2009,"$198,567",USA
Briny Baird,89,70.641,282.1,67.15,68.95,-0.337,0.666,0.329,733,3,,2009,"$1,186,982",USA
Bryce Molder,69,70.208,283.1,66,67.12,0.747,-0.214,0.533,894,3,,2009,"$1,381,211",USA
Bubba Watson,73,70.61,311.4,53.05,64.23,0.08,0.469,0.548,"1,140",2,,2009,"$1,430,244",USA
Cameron Beckman,87,70.868,287,62.2,65.53,-0.009,0.018,0.009,521,2,,2009,"$726,705",USA
Camilo Villegas,76,70.29,293,61.31,66.67,-0.203,1.028,0.825,"1,336",4,,2009,"$1,804,981",COL
Carl Pettersson,86,71.544,288.6,57.55,62.53,0.321,-0.893,-0.572,258,1,,2009,"$564,605",SWE
Casey Wittenberg,71,71.52,285,64.69,67.64,-0.431,-0.03,-0.461,211,1,,2009,"$376,076",USA
Chad Campbell,90,70.43,291,63.5,69.19,0.03,0.572,0.602,"1,043",3,,2009,"$1,725,237",USA
Charles Howell III,99,70.459,292.7,58.87,67.09,-0.03,0.631,0.601,"1,202",3,,2009,"$1,804,460",USA
Charles Warren,63,71.097,298.5,63.9,68.52,-0.286,0.453,0.167,330,,,2009,"$475,726",USA
Charley Hoffman,97,70.438,300.8,57.59,66.78,0.096,0.513,0.609,"1,393",4,,2009,"$1,894,925",USA
Charlie Wi,92,70.657,284.9,66.9,64.73,0.488,-0.16,0.329,"1,101",3,,2009,"$1,375,096",KOR
Chez Reavie,81,71.361,279.6,70.19,65.95,-0.195,-0.047,-0.241,240,1,,2009,"$477,766",USA
Chris DiMarco,97,70.688,279.5,66.8,64.58,-0.116,0.254,0.138,391,,,2009,"$584,075",USA
Chris Riley,77,70.535,278.5,71.49,64.79,0.346,0.14,0.486,489,1,,2009,"$630,417",USA
Chris Stroud,88,70.748,290.7,63.73,68.72,-0.092,0.098,0.007,379,2,,2009,"$735,019",USA
Cliff Kresge,78,70.961,280.5,65.33,63.81,0.033,-0.04,-0.007,319,1,,2009,"$464,401",USA
Colt Knost,71,71.67,279.6,69.83,66.23,0.076,-0.877,-0.801,127,,,2009,"$180,754",USA
Corey Pavin,73,70.84,259,70.95,62.99,0.429,-0.478,-0.049,334,,,2009,"$474,526",USA
D.A. Points,99,70.931,281.3,68.36,66.25,0.003,0.295,0.298,808,4,,2009,"$1,320,021",USA
D.J. Trahan,96,70.877,289.2,67.19,70.37,-0.419,0.643,0.224,549,3,,2009,"$1,078,256",USA
Daniel Chopra,89,71.372,297.1,57.37,63.11,0.302,-0.319,-0.017,549,2,,2009,"$814,331",SWE
Darron Stiles,52,71.853,279.8,71.3,65.63,-0.655,0.187,-0.467,169,1,,2009,"$199,385",USA
David Duval,56,72.303,292.7,50.9,60.91,-0.126,-1.602,-1.728,274,1,,2009,"$623,824",USA
David Mathis,82,71.304,280.8,62.37,63.08,0.349,-0.666,-0.317,377,,,2009,"$364,959",USA
David Toms,98,69.73,284.2,73.26,68.32,0.093,1.057,1.15,608,7,,2009,"$3,047,198",USA
Davis Love III,89,70.55,299.9,58.97,66.92,-0.274,0.758,0.485,"1,166",2,,2009,"$1,622,401",USA
Dean Wilson,81,71.117,270.3,64.33,65.01,0.351,-0.331,0.02,291,,,2009,"$442,600",USA
Derek Fathauer,63,72.439,286.4,56.62,60.33,-0.345,-1.085,-1.43,83,,,2009,"$125,305",USA
Dustin Johnson,85,70.414,308.3,55.4,66.07,0.031,0.822,0.853,700,5,1,2009,"$2,977,901",USA
Eric Axley,71,73.114,282.8,50.97,57.3,0.341,-2.498,-2.157,70,,,2009,"$83,152",USA
Ernie Els,70,70.212,291.2,64.87,66.08,-0.394,1.315,0.921,690,7,,2009,"$2,147,157",RSA
Fred Couples,54,70.664,297.5,55.91,67.08,-0.342,0.81,0.468,709,4,,2009,"$1,197,971",USA
Freddie Jacobson,83,70.617,284.1,58.78,63.31,0.516,-0.122,0.395,"1,087",3,,2009,"$1,189,995",SWE
Gary Woodland,53,71.839,307.3,53.06,65.13,-0.541,-0.744,-1.285,68,,,2009,"$121,031",USA
Geoff Ogilvy,78,70.316,291.5,58.4,64.27,0.493,0.568,1.06,713,5,2,2009,"$3,866,270",AUS
George McNeill,82,70.228,292,60.5,63.68,0.408,0.294,0.702,480,3,,2009,"$1,439,220",USA
Glen Day,79,71.449,275,69.95,66.59,-0.35,-0.335,-0.685,273,,,2009,"$445,720",USA
Greg Chalmers,85,70.507,284.2,63.74,65.51,0.698,-0.289,0.409,696,2,,2009,"$1,058,286",AUS
Greg Kraft,51,72.654,273.1,63.58,62.65,-0.471,-1.038,-1.509,112,,,2009,"$156,686",USA
Greg Owen,97,70.711,292.1,67.31,70.41,-0.439,0.676,0.237,756,1,,2009,"$763,517",ENG
Harrison Frazar,93,70.538,301,54.32,65.67,0.322,-0.012,0.311,483,1,,2009,"$738,615",USA
Heath Slocum,95,70.612,287,71.99,67.58,-0.426,0.523,0.097,"1,855",4,1,2009,"$2,195,565",USA
Hunter Mahan,94,69.691,297,65.19,68.36,0.41,0.845,1.255,515,6,,2009,"$2,941,349",USA
Ian Poulter,59,70.101,282.8,65.18,61.01,0.094,1.112,1.206,"1,532",5,,2009,"$2,431,001",ENG
J.B. Holmes,74,71.523,304.6,48.02,61.19,-0.73,0.276,-0.453,843,2,,2009,"$1,219,534",USA
